"","CO_ENTIDADE","NO_ENTIDADE","TP_SITUACAO_FUNCIONAMENTO","DT_ANO_LETIVO_TERMINO","CO_REGIAO","TP_LOCALIZACAO","IN_CONVENIADA_PP","IN_LOCAL_FUNC_SALAS_EMPRESA","IN_AGUA_CACIMBA","IN_AGUA_FONTE_RIO","IN_ENERGIA_INEXISTENTE","IN_LIXO_COLETA_PERIODICA","IN_SALA_DIRETORIA","IN_LABORATORIO_CIENCIAS","IN_SALA_ATENDIMENTO_ESPECIAL","IN_QUADRA_ESPORTES_COBERTA","IN_QUADRA_ESPORTES_DESCOBERTA","IN_QUADRA_ESPORTES","IN_COZINHA","IN_BIBLIOTECA","IN_SALA_LEITURA","IN_BIBLIOTECA_SALA_LEITURA","IN_PARQUE_INFANTIL","IN_BERCARIO","IN_BANHEIRO_FORA_PREDIO","IN_BANHEIRO_DENTRO_PREDIO","IN_BANHEIRO_EI","IN_SECRETARIA","IN_BANHEIRO_CHUVEIRO","IN_REFEITORIO","IN_AUDITORIO","IN_ALOJAM_ALUNO","IN_ALOJAM_PROFESSOR","IN_AREA_VERDE","QT_SALAS_EXISTENTES","IN_INTERNET","IN_BANDA_LARGA","QT_FUNCIONARIOS","IN_ALIMENTACAO","TP_AEE","IN_FUNDAMENTAL_CICLOS","TP_LOCALIZACAO_DIFERENCIADA","IN_MATERIAL_ESP_QUILOMBOLA","IN_MATERIAL_ESP_INDIGENA","IN_EDUCACAO_INDIGENA","TP_INDIGENA_LINGUA","CO_LINGUA_INDIGENA","IN_BRASIL_ALFABETIZADO","IN_FINAL_SEMANA","IN_MEDIACAO_SEMIPRESENCIAL","IN_ESPECIAL_EXCLUSIVA","IN_PROFISSIONALIZANTE","IN_COMUM_CRECHE","IN_COMUM_FUND_AF","IN_COMUM_MEDIO_MEDIO","IN_COMUM_MEDIO_INTEGRADO","IN_COMUM_MEDIO_NORMAL","IN_ESP_EXCLUSIVA_FUND_AF","IN_ESP_EXCLUSIVA_MEDIO_MEDIO","IN_ESP_EXCLUSIVA_MEDIO_INTEGR","IN_ESP_EXCLUSIVA_MEDIO_NORMAL","Endereço","Telefone","Dependência.Administrativa","Categoria.Escola.Privada","Regulamentação.pelo.Conselho.de.Educação","Latitude","Longitude"
"207",43106153,"ESC EST ENS FUN DESIDERIO TORQUATO FINAMOR",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,36,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"AV BENTO GONCALVES 7500, 7500 AGRONOMIA. 91540-000 Porto Alegre - RS.","(51) 33851023","Estadual","Não Informado","Sim",-30.06095,-51.17197
"208",43106161,"ESC EST ED BAS DOLORES ALCARAZ CALDAS",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,13,1,1,53,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"R AFONSO CELSO PUPE DA SILVEIRA 25, 25 JARDIM IPIRANGA. 91360-020 Porto Alegre - RS.","","Estadual","Não Informado","Sim",-30.01881,-51.1614
"209",43106170,"ESC EST ENS FUN IMPERATRIZ LEOPOLDINA",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,14,1,1,27,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"AV AVENIDA ITAJAI 241, 241 PETROPOLIS. 90470-140 Porto Alegre - RS.","(51) 33312910","Estadual","Não Informado","Sim",-30.03662,-51.18347
"210",43106188,"ESC EST ENS FUN DONA LUIZA FREITAS VALE ARANHA",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,9,1,1,32,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ETR ESTRADA COSTA GAMA 801, 801 BELEM VELHO. 91787-311 Porto Alegre - RS.","(51) 32487870","Estadual","Não Informado","Sim",-30.12056,-51.17662
"211",43106196,"ESC EST ENS MED RAFAELA REMIAO",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,1,1,80,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"ETR JOAO DE OLIVEIRA REMIAO 2689, 2689 LOMBA DO PINHEIRO. 91550-000 Porto Alegre - RS.","(51) 33198389","Estadual","Não Informado","Sim",-30.09802,-51.12649
"212",43106200,"ESC EST ENS FUN DR EMILIO KEMP",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,7,1,1,19,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R MONTEIRO LOBATO 475, 475 PARTENON. 90620-270 Porto Alegre - RS.","(51) 33366212","Estadual","Não Informado","Sim",-30.05232,-51.19482
"213",43106218,"ESC EST ENS FUN DR FERREIRA DE ABREU",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,16,1,1,34,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R BATOVI 25, 25 VILA LEAO SARANDI. 91130-520 Porto Alegre - RS.","(51) 33652555","Estadual","Não Informado","Sim",-29.9986,-51.12758
"214",43106226,"ESC EST ENS FUN DR JOAO BATISTA DE LACERDA",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,12,1,0,14,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R BISPO SARDINHA 159, 159 VILA IPIRANGA. 91370-130 Porto Alegre - RS.","(51) 33407175","Estadual","Não Informado","Sim",-30.02314,-51.14871
"215",43106234,"ESC EST ENS FUN DR JOSE CARLOS FERREIRA",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,21,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R MARIO DE ARTAGAO 455 PREDIO, 455 PREDIO. PARTENON. 90680-090 Porto Alegre - RS.","(51) 33842015","Estadual","Não Informado","Sim",-30.06804,-51.1915
"216",43106242,"ESC EST ENS FUN DR JOSE LOUREIRO DA SILVA",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11,1,1,35,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ETR ESTRADA RETIRO DA PONTA GROSSA 3541, 3541 PONTA GROSSA. 91780-590 Porto Alegre - RS.","(51) 32488066","Estadual","Não Informado","Sim",-30.18527,-51.20922
"217",43106250,"ESC EST ENS FUN DR MARTINS COSTA JUNIOR",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,16,1,0,28,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R D FIRMINA 1377, 1377 SAO JOSE PARTENON. 91520-210 Porto Alegre - RS.","","Estadual","Não Informado","Sim",-30.07405,-51.16904
"218",43106277,"ESC EST ENS MED DR OSCAR TOLLENS",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,15,1,1,53,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"R VIDAL DE NEGREIROS 432, 432 PARTENON. 91520-480 Porto Alegre - RS.","(51) 33847067","Estadual","Não Informado","Sim",-30.06606,-51.16755
"219",43106293,"ESC EST ENS FUN DR PACHECO PRATES",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,11,1,1,33,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"PCA NOSSA SENHORA DE BELEM S/N, S/N BELEM VELHO. 91712-240 Porto Alegre - RS.","","Estadual","Não Informado","Sim",-30.1166,-51.17917
"220",43106307,"ESC EST ENS FUN DR VICTOR DE BRITTO",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,9,1,1,22,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R SEBASTIAO WOLF 231, 231 NONOAI. 91720-540 Porto Alegre - RS.","(51) 32425188","Estadual","Não Informado","Sim",-30.08991,-51.21467
"221",43106315,"ESC EST ENS FUN DUQUE DE CAXIAS",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,14,1,1,32,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R GEN CALDWELL 1175, 1175 AZENHA. 90130-051 Porto Alegre - RS.","(51) 32231530","Estadual","Não Informado","Sim",NA,NA
"222",43106323,"ESC EST ENS FUN ENG RODOLFO AHRONS",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,8,1,1,27,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R ANTONIO SEVERINO NETO 109, 109 RUBEM BERTA. 91250-330 Porto Alegre - RS.","(51) 33681023","Estadual","Não Informado","Sim",-30.01538,-51.09996
"223",43106331,"ESC EST ENS FUN ESPIRITO SANTO",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,6,1,1,15,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R ASCENCAO 245, 245 GLORIA. 91710-180 Porto Alegre - RS.","(51) 33843097","Estadual","Não Informado","Sim",-30.07805,-51.19195
"224",43106340,"ESC EST ENS FUN ESTADO DO RIO GRANDE DO SUL",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,9,1,1,39,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R WASHINGTON LUIZ 980, 980 CENTRO. 90010-460 Porto Alegre - RS.","(51) 32255875","Estadual","Não Informado","Sim",-30.03636,-51.23395
"225",43106358,"ESC EST ENS FUN EUCLIDES DA CUNHA",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,16,1,1,18,1,0,0,4,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R BARAO DO CERRO LARGO 385, 385 MENINO DEUS. 90850-110 Porto Alegre - RS.","(51) 32336323","Estadual","Não Informado","Sim",-30.06336,-51.2274
"226",43106366,"ESC EST ENS FUN EVA CARMINATTI",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,1,43,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R PAPA JOAO PAULO II 145 PARADA 3, 145 PARADA 3. LOMBA DO PINHEIRO. 91550-550 Porto Alegre - RS.","(51) 33221702","Estadual","Não Informado","Sim",NA,NA
"227",43106374,"ESC EST ENS FUN EVARISTA FLORES DA CUNHA",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,15,1,1,47,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"PCA INACIO ANTONIO DA SILVA SN S/N, S/N S/N. BELEM NOVO. 91780-330 Porto Alegre - RS.","(51) 32591353","Estadual","Não Informado","Sim",-30.21193,-51.18342
"228",43106382,"ESC EST ENS FUN EVARISTO GONCALVES NETTO",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,5,1,1,9,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R UM CEFER 2 393, 393 JARDIM CARVALHO. 91430-370 Porto Alegre - RS.","(51) 33861162","Estadual","Não Informado","Sim",NA,NA
"229",43106390,"ESC EST ENS FUN FABIOLA PINTO DORNELLES",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,9,1,1,22,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R DR EDUARDO CHARTIER 1192, 1192 HIGIENOPOLIS. 90520-100 Porto Alegre - RS.","","Estadual","Não Informado","Sim",-30.01946,-51.1796
"230",43106404,"ESC EST ENS FUN FELIPE DE OLIVEIRA",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,1,11,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R FELIPE DE OLIVEIRA 59, 59 SANTA CECILIA. 90630-000 Porto Alegre - RS.","(51) 33213388","Estadual","Não Informado","Sim",-30.04235,-51.20233
"231",43106412,"ESC EST ENS FUN FERNANDO FERRARI",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,5,1,1,18,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R UPAMOROTI 1200, 1200 CRISTAL. 90820-140 Porto Alegre - RS.","(51) 32472254","Estadual","Não Informado","Sim",-30.09179,-51.23769
"232",43106420,"ESC EST ED BAS FERNANDO GOMES",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,1,1,38,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"R PROF FREDERICO G GAELZER 168, 168 JARDIM DO SALSO. 91410-140 Porto Alegre - RS.","(51) 33817722","Estadual","Não Informado","Sim",-30.04822,-51.16931
"233",43106439,"ESC EST ENS MED OSCAR COELHO DE SOUZA",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,11,1,1,45,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"ETR DO VAREJAO 372, 372 LAMI. 91787-170 Porto Alegre - RS.","(51) 32585543","Estadual","Não Informado","Sim",-30.22017,-51.09708
"234",43106447,"ESC EST ENS FUN GABRIELA MISTRAL",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,16,1,1,26,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R CARLOS PESSOA DE BRUM 150, 150 SANTO ANTONIO. 90640-140 Porto Alegre - RS.","","Estadual","Não Informado","Sim",-30.05715,-51.20636
"235",43106455,"ESC EST ENS FUN GEN IBA ILHA MOREIRA",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,15,1,1,33,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R HUM CEFER S/N, S/N JARDIM CARVALHO. 91430-320 Porto Alegre - RS.","(51) 33512840","Estadual","Não Informado","Sim",-30.05372,-51.14999
"236",43106463,"ESC EST ENS FUN GENERAL DALTRO FILHO",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,36,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"AV AMERICA 145, 145 AUXILIADORA. 90440-020 Porto Alegre - RS.","(51) 33431108","Estadual","Não Informado","Sim",-30.01867,-51.19647
"237",43106480,"ESC EST ENS MED PROFESSOR OSCAR PEREIRA",1,"21/12/2018",4,1,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,NA,60,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"R FRANCISCO MARTINS S/N, S/N CASCATA. 91712-150 Porto Alegre - RS.","","Estadual","Não Informado","Sim",-30.09066,-51.18072
"238",43106498,"ESC EST ED BAS GOMES CARNEIRO",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,23,1,1,74,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"PCA PAULO DE ARAGAO BOZANO S/N, S/N VILA IPIRANGA. 91360-160 Porto Alegre - RS.","(51) 33407090","Estadual","Não Informado","Sim",-30.02262,-51.15333
"239",43106501,"ESC EST ENS FUN GONCALVES DIAS",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,10,1,1,41,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R CANDIOTA 145, 145 PASSO DAREIA. 91030-020 Porto Alegre - RS.","(51) 33412203","Estadual","Não Informado","Sim",NA,NA
"240",43106528,"ESC EST ENS FUN DR GUSTAVO ARMBRUST",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,12,1,1,35,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R PROFESSOR EMILIO KEMP 65, 65 JARDIM ITU SABARA. 91380-380 Porto Alegre - RS.","(51) 33483847","Estadual","Não Informado","Sim",-30.01039,-51.14051
"241",43106536,"ESC EST ENS FUN HEITOR VILLA LOBOS",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,5,1,0,13,1,0,0,0,0,0,0,NA,NA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"ETR DA EXTREMA 2943, 2943 LAMI. 91787-540 Porto Alegre - RS.","(51) 32586972","Estadual","Não Informado","Sim",NA,NA
"242",43106544,"ESC EST ENS FUN HENRIQUE FARJAT",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,5,1,1,19,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"ETR EDGAR PIRES DE CASTRO 3050, 3050 BELEM VELHO. 91788-690 Porto Alegre - RS.","(51) 32480088","Estadual","Não Informado","Sim",NA,NA
"243",43106552,"ESC EST ENS FUN HUMAITA",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,10,1,1,36,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R RUA SENHOR DO BOM FIM S/N, S/N SARANDI. 91140-190 Porto Alegre - RS.","(51) 33648774","Estadual","Não Informado","Sim",NA,NA
"244",43106560,"ESC EST ENS FUN ILDEFONSO GOMES",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,12,1,1,33,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R LUIZ MANOEL 2, 2 AZENHA. 90040-390 Porto Alegre - RS.","(51) 32174427","Estadual","Não Informado","Sim",-30.04575,-51.21253
"245",43106587,"ESC EST ENS MED ITALIA",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,16,1,0,54,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"AV PROF PAULA SOARES 1095, 1095 JARDIM ITU SABARA. 91220-450 Porto Alegre - RS.","","Estadual","Não Informado","Sim",-30.01966,-51.142
"246",43106595,"COL ESTADUAL JAPAO",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,15,1,0,59,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"R ENRICO CARUSO 444, 444 JARDIM ITU SABARA. 91215-300 Porto Alegre - RS.","(51) 33345666","Estadual","Não Informado","Sim",-30.03176,-51.14194
"247",43106609,"ESC EST ENS FUN ERICO VERISSIMO",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,32,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R COMENDADOR EDUARDO SECCO S/N, S/N VILA IPE I. 91440-160 Porto Alegre - RS.","","Estadual","Não Informado","Sim",NA,NA
"248",43106617,"ESC EST ENS FUN JERONIMO DE ALBUQUERQUE",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,13,1,1,29,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R JUAREZ TAVORA 550, 550 PARTENON. 91520-100 Porto Alegre - RS.","(51) 33156810","Estadual","Não Informado","Sim",-30.06771,-51.17393
"249",43106625,"ESC EST ENS FUN JERONIMO DE ORNELAS",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,9,1,1,26,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R SAO MIGUEL 487, 487 CORONEL APARICIO BOR. 91710-330 Porto Alegre - RS.","(51) 33156737","Estadual","Não Informado","Sim",-30.07479,-51.1913
"250",43106641,"ESC EST ENS FUN PROF EDGAR LUIZ SCHNEIDER",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,NA,47,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"AV ELIAS CIRNE LIMA 100, 100 INTERCAP. 91530-310 Porto Alegre - RS.","","Estadual","Não Informado","Sim",-30.06301,-51.15938
"251",43106650,"ESC EST ENS FUN DR HEROPHILO CARVALHO DE AZAMBUJA",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5,1,1,12,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"R RUA VIUVINHA 277, 277 JARDIM CARVALHO. 91430-817 Porto Alegre - RS.","(51) 33867155","Estadual","Não Informado","Sim",-30.05513,-51.14995
"252",43106668,"ESC EST ENS FUN PROFESSORA LEOPOLDA BARNEWITZ",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,24,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R JOAO ALFREDO 443, 443 CIDADE BAIXA. 90050-230 Porto Alegre - RS.","(51) 32283682","Estadual","Não Informado","Sim",-30.04068,-51.22586
"253",43106676,"ESC EST ENS FUN PROFESSOR LEOPOLDO TIETBOHL",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,18,1,1,35,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R RIVEIRA 400, 400 PETROPOLIS. 90670-160 Porto Alegre - RS.","(51) 33310128","Estadual","Não Informado","Sim",-30.04733,-51.1886
"254",43106684,"ESC EST ENS FUN LUCIANA DE ABREU",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,11,1,1,30,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R RUA GENERAL JACINTO OSORIO 60, 60 SANTANA. 90040-290 Porto Alegre - RS.","","Estadual","Não Informado","Sim",-30.04097,-51.2119
"255",43106692,"ESC EST ENS FUN LUIZ GAMA",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,8,1,0,21,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R RUA HONDURAS 115, 115 LOMBA DO PINHEIRO. 91787-302 Porto Alegre - RS.","(51) 32461988","Estadual","Não Informado","Sim",-30.1125,-51.15335
"256",43106706,"ESC EST ENS FUN MACHADO DE ASSIS",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,9,1,1,23,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R XAVIER DA CUNHA 680, 680 NONOAI. 90830-430 Porto Alegre - RS.","(51) 32662787","Estadual","Não Informado","Sim",-30.092,-51.23079
"257",43106714,"ESC EST ENS FUN MADRE MARIA SELIMA",1,"21/12/2018",4,1,NA,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,29,1,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R TENENTE ARY TARRAGO 130, 130 CEL APARICIO BORGES. 91510-390 Porto Alegre - RS.","","Estadual","Não Informado","Sim",-30.07181,-51.17807
"258",43106722,"ESC EST ENS FUN MAJOR MIGUEL JOSE PEREIRA",1,"21/12/2018",4,1,NA,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,10,0,NA,39,1,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"R JACKSON DE FIGUEIREDO 675, 675 SARANDI. 91120-380 Porto Alegre - RS.","(51) 33648244","Estadual","Não Informado","Sim",-29.98598,-51.12778
